key,value
.evidences[].src_endpoint.proxy_endpoint.owner.risk_level_id,integer
.evidences[].src_endpoint.proxy_endpoint.owner.risk_score,integer
.evidences[].src_endpoint.proxy_endpoint.owner.type,string
.evidences[].src_endpoint.proxy_endpoint.owner.type_id,integer
.evidences[].src_endpoint.proxy_endpoint.owner.uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.uid_alt,string
.evidences[].src_endpoint.proxy_endpoint.port,integer
.evidences[].src_endpoint.proxy_endpoint.proxy_endpoint,null
.evidences[].src_endpoint.proxy_endpoint.subnet_uid,string
.evidences[].src_endpoint.proxy_endpoint.svc_name,string
.evidences[].src_endpoint.proxy_endpoint.type,string
.evidences[].src_endpoint.proxy_endpoint.type_id,integer
.evidences[].src_endpoint.proxy_endpoint.uid,string
.evidences[].src_endpoint.proxy_endpoint.vlan_uid,string
.evidences[].src_endpoint.proxy_endpoint.vpc_uid,string
.evidences[].src_endpoint.proxy_endpoint.zone,string
.evidences[].src_endpoint.subnet_uid,string
.evidences[].src_endpoint.svc_name,string
.evidences[].src_endpoint.type,string
.evidences[].src_endpoint.type_id,integer
.evidences[].src_endpoint.uid,string
.evidences[].src_endpoint.vlan_uid,string
.evidences[].src_endpoint.vpc_uid,string
.evidences[].src_endpoint.zone,string
.evidences[].url.categories[],string
.evidences[].url.category_ids[],integer
.evidences[].url.domain,string
.evidences[].url.hostname,string
.evidences[].url.path,string
.evidences[].url.port,integer
.evidences[].url.query_string,string
.evidences[].url.resource_type,string
.evidences[].url.scheme,string
.evidences[].url.subdomain,string
.evidences[].url.url_string,string
.evidences[].user.account.labels[],string
.evidences[].user.account.name,string
.evidences[].user.account.type,string
.evidences[].user.account.type_id,integer
.evidences[].user.account.uid,string
.evidences[].user.credential_uid,string
.evidences[].user.domain,string
.evidences[].user.email_addr,string
.evidences[].user.full_name,string
.evidences[].user.groups[].desc,string
.evidences[].user.groups[].domain,string
.evidences[].user.groups[].name,string
.evidences[].user.groups[].privileges[],string
.evidences[].user.groups[].type,string
.evidences[].user.groups[].uid,string
.evidences[].user.ldap_person.cost_center,string
.evidences[].user.ldap_person.created_time,integer
.evidences[].user.ldap_person.created_time_dt,string
.evidences[].user.ldap_person.deleted_time,integer
.evidences[].user.ldap_person.deleted_time_dt,string
.evidences[].user.ldap_person.email_addrs[],string
.evidences[].user.ldap_person.employee_uid,string
.evidences[].user.ldap_person.given_name,string
.evidences[].user.ldap_person.hire_time,integer
.evidences[].user.ldap_person.hire_time_dt,string
.evidences[].user.ldap_person.job_title,string
.evidences[].user.ldap_person.labels[],string
.evidences[].user.ldap_person.last_login_time,integer
.evidences[].user.ldap_person.last_login_time_dt,string
.evidences[].user.ldap_person.ldap_cn,string
.evidences[].user.ldap_person.ldap_dn,string
.evidences[].user.ldap_person.leave_time,integer
.evidences[].user.ldap_person.leave_time_dt,string
.evidences[].user.ldap_person.location.city,string
.evidences[].user.ldap_person.location.continent,string
.evidences[].user.ldap_person.location.coordinates[],number
.evidences[].user.ldap_person.location.country,string
.evidences[].user.ldap_person.location.desc,string
.evidences[].user.ldap_person.location.geohash,string
.evidences[].user.ldap_person.location.is_on_premises,boolean
.evidences[].user.ldap_person.location.isp,string
.evidences[].user.ldap_person.location.lat,number
.evidences[].user.ldap_person.location.long,number
.evidences[].user.ldap_person.location.postal_code,string
.evidences[].user.ldap_person.location.provider,string
.evidences[].user.ldap_person.location.region,string
.evidences[].user.ldap_person.manager,null
.evidences[].user.ldap_person.modified_time,integer
.evidences[].user.ldap_person.modified_time_dt,string
.evidences[].user.ldap_person.office_location,string
.evidences[].user.ldap_person.surname,string
.evidences[].user.name,string
.evidences[].user.org.name,string
.evidences[].user.org.ou_name,string
.evidences[].user.org.ou_uid,string
.evidences[].user.org.uid,string
.evidences[].user.risk_level,string
.evidences[].user.risk_level_id,integer
.evidences[].user.risk_score,integer
.evidences[].user.type,string
.evidences[].user.type_id,integer
.evidences[].user.uid,string
.evidences[].user.uid_alt,string
.evidences[].win_service.cmd_line,string
.evidences[].win_service.labels[],string
.evidences[].win_service.load_order_group,string
.evidences[].win_service.name,string
.evidences[].win_service.service_category,string
.evidences[].win_service.service_category_id,integer
.evidences[].win_service.service_dependencies[],string
.evidences[].win_service.service_error_control,string
.evidences[].win_service.service_error_control_id,integer
.evidences[].win_service.service_start_name,string
.evidences[].win_service.service_start_type,string
.evidences[].win_service.service_start_type_id,integer
.evidences[].win_service.service_type,string
.evidences[].win_service.service_type_id,integer
.evidences[].win_service.uid,string
.evidences[].win_service.version,string
.exit_code,integer
.expiration_time,integer
.expiration_time_dt,string
.file.accessed_time,integer
.file.accessed_time_dt,string
.file.accessor.account.labels[],string
.file.accessor.account.name,string
.file.accessor.account.type,string
.file.accessor.account.type_id,integer
.file.accessor.account.uid,string
.file.accessor.credential_uid,string
.file.accessor.domain,string
.file.accessor.email_addr,string
.file.accessor.full_name,string
.file.accessor.groups[].desc,string
.file.accessor.groups[].domain,string
.file.accessor.groups[].name,string
.file.accessor.groups[].privileges[],string
.file.accessor.groups[].type,string
.file.accessor.groups[].uid,string
.file.accessor.ldap_person.cost_center,string
.file.accessor.ldap_person.created_time,integer
.file.accessor.ldap_person.created_time_dt,string
.file.accessor.ldap_person.deleted_time,integer
.file.accessor.ldap_person.deleted_time_dt,string
.file.accessor.ldap_person.email_addrs[],string
.file.accessor.ldap_person.employee_uid,string
.file.accessor.ldap_person.given_name,string
.file.accessor.ldap_person.hire_time,integer
.file.accessor.ldap_person.hire_time_dt,string
.file.accessor.ldap_person.job_title,string
.file.accessor.ldap_person.labels[],string
.file.accessor.ldap_person.last_login_time,integer
.file.accessor.ldap_person.last_login_time_dt,string
.file.accessor.ldap_person.ldap_cn,string
.file.accessor.ldap_person.ldap_dn,string
.file.accessor.ldap_person.leave_time,integer
.file.accessor.ldap_person.leave_time_dt,string
.file.accessor.ldap_person.location.city,string
.file.accessor.ldap_person.location.continent,string
.file.accessor.ldap_person.location.coordinates[],number
.file.accessor.ldap_person.location.country,string
.file.accessor.ldap_person.location.desc,string
.file.accessor.ldap_person.location.geohash,string
.file.accessor.ldap_person.location.is_on_premises,boolean
.file.accessor.ldap_person.location.isp,string
.file.accessor.ldap_person.location.lat,number
.file.accessor.ldap_person.location.long,number
.file.accessor.ldap_person.location.postal_code,string
.file.accessor.ldap_person.location.provider,string
.file.accessor.ldap_person.location.region,string
.file.accessor.ldap_person.manager,null
.file.accessor.ldap_person.modified_time,integer
.file.accessor.ldap_person.modified_time_dt,string
.file.accessor.ldap_person.office_location,string
.file.accessor.ldap_person.surname,string
.file.accessor.name,string
.file.accessor.org.name,string
.file.accessor.org.ou_name,string
.file.accessor.org.ou_uid,string
.file.accessor.org.uid,string
.file.accessor.risk_level,string
.file.accessor.risk_level_id,integer
.file.accessor.risk_score,integer
.file.accessor.type,string
.file.accessor.type_id,integer
.file.accessor.uid,string
.file.accessor.uid_alt,string
.file.attributes,integer
.file.company_name,string
.file.confidentiality,string
.file.confidentiality_id,integer
.file.created_time,integer
.file.created_time_dt,string
.file.creator.account.labels[],string
.file.creator.account.name,string
.file.creator.account.type,string
.file.creator.account.type_id,integer
.file.creator.account.uid,string
.file.creator.credential_uid,string
.file.creator.domain,string
.file.creator.email_addr,string
.file.creator.full_name,string
.file.creator.groups[].desc,string
.file.creator.groups[].domain,string
.file.creator.groups[].name,string
.file.creator.groups[].privileges[],string
.file.creator.groups[].type,string
.file.creator.groups[].uid,string
.file.creator.ldap_person.cost_center,string
.file.creator.ldap_person.created_time,integer
.file.creator.ldap_person.created_time_dt,string
.file.creator.ldap_person.deleted_time,integer
.file.creator.ldap_person.deleted_time_dt,string
.file.creator.ldap_person.email_addrs[],string
.file.creator.ldap_person.employee_uid,string
.file.creator.ldap_person.given_name,string
.file.creator.ldap_person.hire_time,integer
.file.creator.ldap_person.hire_time_dt,string
.file.creator.ldap_person.job_title,string
.file.creator.ldap_person.labels[],string
.file.creator.ldap_person.last_login_time,integer
.file.creator.ldap_person.last_login_time_dt,string
.file.creator.ldap_person.ldap_cn,string
.file.creator.ldap_person.ldap_dn,string
.file.creator.ldap_person.leave_time,integer
.file.creator.ldap_person.leave_time_dt,string
.file.creator.ldap_person.location.city,string
.file.creator.ldap_person.location.continent,string
.file.creator.ldap_person.location.coordinates[],number
.file.creator.ldap_person.location.country,string
.file.creator.ldap_person.location.desc,string
.file.creator.ldap_person.location.geohash,string
.file.creator.ldap_person.location.is_on_premises,boolean
.file.creator.ldap_person.location.isp,string
.file.creator.ldap_person.location.lat,number
.file.creator.ldap_person.location.long,number
.file.creator.ldap_person.location.postal_code,string
.file.creator.ldap_person.location.provider,string
.file.creator.ldap_person.location.region,string
.file.creator.ldap_person.manager,null
.file.creator.ldap_person.modified_time,integer
.file.creator.ldap_person.modified_time_dt,string
.file.creator.ldap_person.office_location,string
.file.creator.ldap_person.surname,string
.file.creator.name,string
.file.creator.org.name,string
.file.creator.org.ou_name,string
.file.creator.org.ou_uid,string
.file.creator.org.uid,string
.file.creator.risk_level,string
.file.creator.risk_level_id,integer
.file.creator.risk_score,integer
.file.creator.type,string
.file.creator.type_id,integer
.file.creator.uid,string
.file.creator.uid_alt,string
.file.data_classification.category,string
.file.data_classification.category_id,integer
.file.data_classification.confidentiality,string
.file.data_classification.confidentiality_id,integer
.file.data_classification.policy.desc,string
.file.data_classification.policy.group.desc,string
.file.data_classification.policy.group.domain,string
.file.data_classification.policy.group.name,string
.file.data_classification.policy.group.privileges[],string
.file.data_classification.policy.group.type,string
.file.data_classification.policy.group.uid,string
.file.data_classification.policy.is_applied,boolean
.file.data_classification.policy.name,string
.file.data_classification.policy.uid,string
.file.data_classification.policy.version,string
.file.desc,string
.file.ext,string
.file.hashes[].algorithm,string
.file.hashes[].algorithm_id,integer
.file.hashes[].value,string
.file.is_system,boolean
.file.mime_type,string
.file.modified_time,integer
.file.modified_time_dt,string
.file.modifier.account.labels[],string
.file.modifier.account.name,string
.file.modifier.account.type,string
.file.modifier.account.type_id,integer
.file.modifier.account.uid,string
.file.modifier.credential_uid,string
.file.modifier.domain,string
.file.modifier.email_addr,string
.file.modifier.full_name,string
.file.modifier.groups[].desc,string
.file.modifier.groups[].domain,string
.file.modifier.groups[].name,string
.file.modifier.groups[].privileges[],string
.file.modifier.groups[].type,string
.file.modifier.groups[].uid,string
.file.modifier.ldap_person.cost_center,string
.file.modifier.ldap_person.created_time,integer
.file.modifier.ldap_person.created_time_dt,string
.file.modifier.ldap_person.deleted_time,integer
.file.modifier.ldap_person.deleted_time_dt,string
.file.modifier.ldap_person.email_addrs[],string
.file.modifier.ldap_person.employee_uid,string
.file.modifier.ldap_person.given_name,string
.file.modifier.ldap_person.hire_time,integer
.file.modifier.ldap_person.hire_time_dt,string
.file.modifier.ldap_person.job_title,string
.file.modifier.ldap_person.labels[],string
.file.modifier.ldap_person.last_login_time,integer
.file.modifier.ldap_person.last_login_time_dt,string
.file.modifier.ldap_person.ldap_cn,string
.file.modifier.ldap_person.ldap_dn,string
.file.modifier.ldap_person.leave_time,integer
.file.modifier.ldap_person.leave_time_dt,string
.file.modifier.ldap_person.location.city,string
.file.modifier.ldap_person.location.continent,string
